"","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
"1","G1+G2_log","sum_none",0.24121438629276,12.106219,-21.043524,-5.010265,-16.928459,1.86014,-25.61573,257.60126,-2823.09564,1.85202056700231,-4.46749891208696,2.00822531246918,-5.88281885867185
